"Sex"	"Item Name"	"Area"	"date"	"value type"	"value"	"flag"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"October 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"November 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"December 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"January 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"February 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"March 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"April 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"May 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 1 - Banff"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"June 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"July 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"August 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"September 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"October 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"November 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"December 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"June 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"July 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"August 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"September 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"October 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"November 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"December 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"June 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"July 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"August 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"September 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"October 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"November 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"December 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 2 - Banff"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"June 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"July 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"August 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"September 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"October 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"November 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"December 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"June 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"July 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"August 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"September 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"October 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"November 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"December 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"June 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"July 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"August 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"September 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"October 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"November 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"December 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 4 3 - Banff"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"June 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"July 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"August 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"September 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"October 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"November 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"December 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"June 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"July 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"August 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"September 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"October 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"November 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"December 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"June 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"July 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"August 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"September 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"October 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"November 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"December 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 7 - Banff"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"April 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"May 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"June 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"July 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"August 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"September 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"October 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"November 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"December 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"January 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"February 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"March 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"April 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"May 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"June 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"July 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"August 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 8 - Banff"	"August 2018"	"rate"		"-"
